model;ir.actions.act_window.view;transient;False
no;field;type1;relation1;string1;type2;relation2;string2;required;source
1;create_uid;many2one;res.users;Created by;many2one;res.users;Created by;False;both
2;multi;boolean;;On Multiple Doc.;boolean;;On Multiple Doc.;False;both
3;display_name;char;;Display Name;char;;Display Name;False;both
4;__last_update;datetime;;Last Modified on;datetime;;Last Modified on;False;both
5;view_id;many2one;ir.ui.view;View;many2one;ir.ui.view;View;False;both
6;sequence;integer;;Sequence;integer;;Sequence;False;both
7;write_uid;many2one;res.users;Last Updated by;many2one;res.users;Last Updated by;False;both
8;view_mode;selection;;View Type;selection;;View Type;True;both
9;write_date;datetime;;Last Updated on;datetime;;Last Updated on;False;both
10;act_window_id;many2one;ir.actions.act_window;Action;many2one;ir.actions.act_window;Action;False;both
11;create_date;datetime;;Created on;datetime;;Created on;False;both
12;id;integer;;ID;integer;;ID;False;both
;;;;
;;;;
;;;;
;;;;
